SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_18994	647	5	Harpegnathos saltator uncharacterized LOC105183015 (LOC105183015) mRNA	hypothetical protein X777_14185	gi|607353302|gb|EZA48076.1|hypothetical protein X777_14185 [Cerapachys biroi]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_18995	321	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_18996	281	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_18997	272	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_18998	509	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_18999	415	2	Monomorium pharaonis bone morphogenetic 4 (LOC105832067) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19000	400	5	NA	hypothetical protein SINV_14194, partial	gi|322785656|gb|EFZ12304.1|hypothetical protein SINV_14194, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	P:oxidation-reduction process; F:fatty-acyl-CoA reductase (alcohol-forming) activity	none	no	similar to 
SSAE_19001	138	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19002	719	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19003	338	2	Propionibacterium acnes strain complete genome	apolipo N-acyltransferase	gi|1092818554|ref|WP_070735886.1|apolipoprotein N-acyltransferase [Propionibacterium sp. HMSC062D02]	LNT_MYCS2 Apolipo N-acyltransferase OS=Mycobacterium smegmatis (strain ATCC 700084 mc(2)155) GN=lnt PE=1 SV=2	none	blasted	no	No	no	unique	F:hydrolase activity; lipoprotein biosynthetic process,obsolete acyl-carrier-protein biosynthetic process	none	no	contaminant
SSAE_19004	472	2	Wasmannia auropunctata beta-1,3-galactosyltransferase 1-like (LOC105457110) transcript variant mRNA	beta-1,3-galactosyltransferase 1-like	gi|322786228|gb|EFZ12832.1|hypothetical protein SINV_13500, partial [Solenopsis invicta]	B3GT1_PONPY Beta-1,3-galactosyltransferase 1 OS=Pongo pygmaeus GN=B3GALT1 PE=3 SV=1	none	blasted	Galactosyl_T     	Secreted	Allergenic	conserved	C:membrane; F:transferase activity	none	no	Secreted Allergenic conserved Galactosyl_T  
SSAE_19005	1106	2	Nasonia vitripennis uncharacterized LOC107981902 (LOC107981902) transcript variant mRNA	Retrovirus-related Pol poly from transposon TNT 1-94	gi|861615655|gb|KMQ86167.1|gag-pol polyprotein [Lasius niger]	POLX_TOBAC Retrovirus-related Pol poly from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	none	blasted	no	No	Allergenic	-	F:metal ion binding	none	no	Allergenic  
SSAE_19006	750	4	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_19007	422	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19008	286	4	Trachymyrmex cornetzi peptidyl-prolyl cis-trans isomerase G (LOC108763255) transcript variant mRNA	hypothetical protein X777_01153	gi|607368730|gb|EZA62839.1|hypothetical protein X777_01153 [Cerapachys biroi]	NA	none	blasted	no	No	no	conserved	F:actin filament binding; P:cell adhesion	none	no	conserved transcript 
SSAE_19010	827	5	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19011	284	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19012	317	1	Trachymyrmex zeteki band 4A (LOC108722725) transcript variant mRNA	band 4	gi|322785550|gb|EFZ12212.1|hypothetical protein SINV_14833, partial [Solenopsis invicta]	E41L5_BOVIN Band 5 OS=Bos taurus GN=EPB41L5 PE=2 SV=1	none	blasted	FA               	No	Allergenic	conserved	C:cytoskeleton	none	no	Allergenic conserved FA  
SSAE_19013	347	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19014	272	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19015	329	3	Vollenhovia emeryi uncharacterized LOC105555743 (LOC105555743) mRNA	golgin subfamily A member 6 6	gi|795015503|ref|XP_011858175.1|PREDICTED: uncharacterized protein LOC105555743, partial [Vollenhovia emeryi]	NA	none	blasted	no	Secreted	Allergenic	conserved	F:serine-type peptidase activity	none	no	Secreted Allergenic conserved transcript 
SSAE_19016	398	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19018	838	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19020	363	5	Trachymyrmex zeteki Mo25 (LOC108725922) transcript variant mRNA	PREDICTED: protein Mo25	gi|1000769162|ref|XP_015607750.1|PREDICTED: protein Mo25 [Cephus cinctus]	CB39L_MOUSE Calcium-binding 39-like OS=Mus musculus GN=Cab39l PE=1 SV=3	none	blasted	Mo25	Secreted	no	conserved	none	none	no	Secreted conserved Mo25
SSAE_19022	99	3	NA	hypothetical protein H735_30385, partial	gi|747024492|gb|KIF44438.1|hypothetical protein H735_30385, partial [Vibrio owensii CAIM 1854 = LMG 25443]	NA	none	blasted	no	No	no	unique	none	none	no	contaminant
SSAE_19023	310	1	NA	ribonuclease H1-like	gi|780649350|ref|XP_011689991.1|PREDICTED: ribonuclease H1-like [Wasmannia auropunctata]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_19024	315	2	Aphaenogaster megommata isolate 2705aph ultra conserved element locus uce-236 genomic sequence	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19025	212	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19026	141	4	Camponotus floridanus IQ motif and SEC7 domain-containing 1 (LOC105255946) transcript variant mRNA	IQ motif and SEC7 domain-containing 2 isoform X4	gi|322792270|gb|EFZ16254.1|hypothetical protein SINV_01044, partial [Solenopsis invicta]	IQEC2_MOUSE IQ motif and SEC7 domain-containing 2 OS=Mus musculus GN=Iqsec2 PE=1 SV=3	none	blasted	no	Secreted	no	conserved	F:ARF guanyl-nucleotide exchange factor activity; P:regulation of ARF protein signal transduction; P:positive regulation of GTPase activity; F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane; P:detection of chemical stimulus involved in sensory perception of smell; C:plasma membrane; F:olfactory receptor activity	none	no	Secreted conserved transcript 
SSAE_19027	343	0	Wasmannia auropunctata leucine-rich repeat 1 (LOC105460251) transcript variant mRNA	leucine-rich repeat 1	gi|751213450|ref|XP_011159538.1|PREDICTED: leucine-rich repeat protein 1 [Solenopsis invicta]	NA	LRR1; LRR-repeat protein 1	blasted	no	No	no	conserved	F:isomerase activity	none	no	conserved transcript 
SSAE_19028	550	5	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19029	495	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19030	1090	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19031	586	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19032	424	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19033	659	1	Bombyx mori genomic chromosome BAC clone: complete sequence	Retrotransposable element Tf2 type	gi|826409317|ref|XP_012531889.1|PREDICTED: protein NYNRIN-like [Monomorium pharaonis]	NA	none	blasted	no	No	Allergenic	conserved	F:nucleic acid binding; F:aspartic-type endopeptidase activity; P:proteolysis; P:DNA integration; P:intracellular signal transduction; C:intracellular	none	no	Allergenic conserved transcript 
SSAE_19034	120	1	Solenopsis invicta fatty acid 2-hydroxylase (LOC105205758) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_19035	532	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19036	412	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19037	503	2	Harpegnathos saltator uncharacterized LOC109504081 (LOC109504081) mRNA	hypothetical protein RF55_17163	gi|861608090|gb|KMQ84765.1|hypothetical protein RF55_17163 [Lasius niger]	NA	none	blasted	no	No	no	conserved	C:integral component of membrane	none	no	conserved transcript 
SSAE_19038	441	1	Trachymyrmex septentrionalis WD repeat-containing 26 (LOC108751571) transcript variant mRNA	WD repeat-containing 26	gi|322780136|gb|EFZ09823.1|hypothetical protein SINV_12842, partial [Solenopsis invicta]	WDR26_XENTR WD repeat-containing 26 OS=Xenopus tropicalis GN=wdr26 PE=2 SV=2	WDR26; WD repeat-containing protein 26	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19039	309	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19040	418	2	Solenopsis invicta guanine nucleotide-binding subunit beta (LOC105193280) mRNA	guanine nucleotide-binding subunit beta	gi|801404101|ref|XP_012061807.1|PREDICTED: guanine nucleotide-binding protein subunit beta-like protein [Atta cephalotes]	GBLP_DROME Guanine nucleotide-binding subunit beta OS=Drosophila melanogaster GN=Rack1 PE=1 SV=2	RACK1; guanine nucleotide-binding protein subunit beta-2-like 1 protein & target of rapamycin complex subunit LST8	blasted	WD40	No	Allergenic	conserved	none	none	no	Allergenic conserved WD40
SSAE_19041	326	0	Atta colombica lactoylglutathione lyase (LOC108693664) transcript variant mRNA	tubulin-specific chaperone E	gi|751236501|ref|XP_011172086.1|PREDICTED: tubulin-specific chaperone E [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:metal ion binding; F:lyase activity; F:lactoylglutathione lyase activity	none	no	conserved transcript 
SSAE_19042	744	4	Wasmannia auropunctata golgin-45 (LOC105461487) transcript variant mRNA	golgin subfamily A member 6 22	gi|322785329|gb|EFZ12007.1|hypothetical protein SINV_07354, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19043	633	6	Harpegnathos saltator sorting and assembly machinery component 50 homolog (LOC105185801) transcript variant mRNA	sorting and assembly machinery component 50 homolog	gi|769859611|ref|XP_011641517.1|PREDICTED: sorting and assembly machinery component 50 homolog [Pogonomyrmex barbatus]	NA	none	blasted	no	No	no	conserved	C:outer membrane	none	no	conserved transcript 
SSAE_19044	894	2	Wasmannia auropunctata cilia- and flagella-associated 58-like (LOC105462432) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19045	333	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19046	883	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19047	141	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19048	299	6	NA	gag-pol poly	gi|861615348|gb|KMQ86082.1|gag-pol polyprotein [Lasius niger]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:zinc ion binding; P:DNA integration	none	no	similar to 
SSAE_19049	549	6	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19050	907	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19051	133	4	NA	NA	NA	NA	none	unknown	no	No	no	unique	none	none	no	unknown unique  
SSAE_19052	472	3	Solenopsis invicta uncharacterized LOC105202189 (LOC105202189) mRNA	PREDICTED: uncharacterized protein LOC105202189	gi|751230727|ref|XP_011168884.1|PREDICTED: uncharacterized protein LOC105202189 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19053	446	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19055	262	0	NA	hypothetical protein RF55_11153	gi|861627958|gb|KMQ89238.1|hypothetical protein RF55_11153 [Lasius niger]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19056	347	5	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19057	276	3	Camponotus floridanus titin homolog (LOC105253220) transcript variant mRNA	microtubule-associated futsch	gi|751204688|ref|XP_011175904.1|PREDICTED: titin-like [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	nucleic acid binding	none	no	conserved transcript 
SSAE_19058	367	4	Solenopsis invicta transcription factor SPT20 homolog (LOC105201813) mRNA	transcription factor SPT20 homolog	gi|322784141|gb|EFZ11225.1|hypothetical protein SINV_06596, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	-	F:binding; P:DNA metabolic process	none	no	Secreted  
SSAE_19059	663	0	Pogonomyrmex barbatus uncharacterized LOC105425089 (LOC105425089) transcript variant mRNA	B-cell lymphoma 3 like	gi|751204690|ref|XP_011175905.1|PREDICTED: uncharacterized protein LOC105207914 [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript
SSAE_19060	918	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	Unrelated	unrelated unknown Allergenic conserved transcript 
SSAE_19061	669	10	Camponotus floridanus low-density lipo receptor-related 2 (LOC105255668) transcript variant mRNA	low-density lipo receptor-related 2	gi|751208997|ref|XP_011157139.1|PREDICTED: low-density lipoprotein receptor-related protein 2 [Solenopsis invicta]	LRP2_RAT Low-density lipo receptor-related 2 OS=Rattus norvegicus GN=Lrp2 PE=1 SV=1	none	blasted	no	No	Allergenic	conserved	F:calcium ion binding; C:membrane; C:integral component of membrane; F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane; P:detection of chemical stimulus involved in sensory perception of smell; C:plasma membrane; F:olfactory receptor activity	none	no	Allergenic conserved transcript 
SSAE_19063	512	0	Camponotus floridanus centrosomal and chromosomal factor (LOC105248145) transcript variant mRNA	box A-binding factor-like isoform X1	gi|755845473|gb|JAG83692.1|GATA-binding factor A [Fopius arisanus]	PNR_DROME GATA-binding factor A OS=Drosophila melanogaster GN=pnr PE=1 SV=1	none	blasted	ArfGap; GATA                       	No	no	conserved	C:nucleus; F:transcription factor activity; DNA-binding transcription factor activity,transcription factor complex,regulation of transcription DNA-templated,zinc ion binding,sequence-specific DNA binding,regulation of transcription DNA-templated	none	no	conserved ArfGap; GATA  
SSAE_19064	448	1	Solenopsis invicta uncharacterized LOC105204178 (LOC105204178) mRNA	PREDICTED: uncharacterized protein LOC105204178, partial	gi|751235509|ref|XP_011171539.1|PREDICTED: uncharacterized protein LOC105204178, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_19065	213	4	Trachymyrmex zeteki uncharacterized LOC108730269 (LOC108730269) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19066	701	4	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19067	149	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19068	345	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19069	360	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19070	381	5	Solenopsis invicta F-box WD repeat-containing 5 (LOC105203635) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19071	419	1	Wasmannia auropunctata uncharacterized LOC105453000 (LOC105453000) transcript variant mRNA	sporulation-specific 15-like isoform X3	gi|322795523|gb|EFZ18223.1|hypothetical protein SINV_02550, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19073	381	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_19074	105	6	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19075	637	7	Acromyrmex echinatior uncharacterized LOC105145097 (LOC105145097) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105196335 isoform X1	gi|751215277|ref|XP_011160537.1|PREDICTED: uncharacterized protein LOC105196335 isoform X1 [Solenopsis invicta]	NA	none	blasted	EcKinase         	No	Allergenic	conserved	none	none	no	Allergenic conserved EcKinase  
SSAE_19076	788	5	Pseudomyrmex gracilis uncharacterized LOC109852102 (LOC109852102) transcript variant mRNA	golgin subfamily A member 6 6	gi|322789459|gb|EFZ14750.1|hypothetical protein SINV_08396, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	F:serine-type peptidase activity	none	no	Allergenic conserved transcript
SSAE_19078	440	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_19080	279	0	Solenopsis invicta uncharacterized LOC105203535 (LOC105203535) mRNA	PREDICTED: uncharacterized protein LOC105203535	gi|751233874|ref|XP_011170640.1|PREDICTED: uncharacterized protein LOC105203535 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_19081	600	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19082	266	3	Solenopsis invicta cytochrome P450 4d10-like (LOC105205362) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_19083	220	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript
SSAE_19084	450	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	Unrelated	unrelated unknown Secreted  
SSAE_19085	259	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19086	394	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19087	575	0	Pseudomyrmex gracilis vacuolar sorting-associated 13D (LOC109856170) transcript variant mRNA	vacuolar sorting-associated 13D	gi|751207695|ref|XP_011156422.1|PREDICTED: vacuolar protein sorting-associated protein 13D [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_19088	196	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic 
SSAE_19089	641	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_19090	508	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19091	628	2	Acromyrmex echinatior uncharacterized LOC105151052 (LOC105151052) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105195445 isoform X2	gi|751212698|ref|XP_011159135.1|PREDICTED: uncharacterized protein LOC105195445 isoform X2 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	F:metal ion binding	none	no	Allergenic conserved transcript 
SSAE_19092	380	0	Solenopsis invicta N-acetyltransferase 10 (LOC105207640) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19094	270	1	Solenopsis invicta uncharacterized LOC105203928 (LOC105203928) mRNA	hypothetical protein SINV_07136, partial	gi|322782744|gb|EFZ10565.1|hypothetical protein SINV_07136, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:transposase activity; P:transposition, DNA-mediated	none	no	  
SSAE_19098	241	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19100	259	0	Wolbachia endosymbiont of Drosophila simulans complete genome	glutamate synthase subunit beta	gi|1109165699|gb|OJH31567.1|Glutamate synthase [NADPH] small chain [Wolbachia endosymbiont of Armadillidium vulgare]	Y005_RICPR Uncharacterized protein RP005 OS=Rickettsia prowazekii (strain Madrid E) GN=RP005 PE=4 SV=1	none	blasted	no	No	no	-	glutamate synthase (NADPH) activity,obsolete electron transport,glutamate biosynthetic process,oxidation-reduction process	Glutamate synthase (NADPH)	no	 Glutamate synthase (NADPH) 
SSAE_19101	463	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19102	196	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19103	304	0	Trachymyrmex cornetzi adenylate kinase isoenzyme 1 (LOC108762148) transcript variant mRNA	hypothetical protein SINV_13639, partial	gi|322798302|gb|EFZ20048.1|hypothetical protein SINV_13639, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_19104	184	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19105	349	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19106	284	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic 
SSAE_19107	350	0	Dinoponera quadriceps uncharacterized LOC106745974 (LOC106745974) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	Unrelated	unrelated Secreted conserved transcript 
SSAE_19108	228	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19109	252	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19110	242	3	Solenopsis invicta uncharacterized LOC105206174 (LOC105206174) mRNA	PREDICTED: uncharacterized protein LOC105206174, partial	gi|751239956|ref|XP_011173991.1|PREDICTED: uncharacterized protein LOC105206174, partial [Solenopsis invicta]	NA	serine/threonine kinase 17 [EC:2.7.11.1]	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19111	670	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19112	364	0	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19113	617	1	Trachymyrmex zeteki split ends-like (LOC108720296) transcript variant mRNA	split ends-like isoform X4	gi|1070142801|ref|XP_018337193.1|PREDICTED: protein split ends-like isoform X1 [Trachymyrmex septentrionalis]	SPEN_DROME split ends OS=Drosophila melanogaster GN=spen PE=1 SV=2	none	blasted	no	No	Allergenic	conserved	RNA binding	none	no	Allergenic conserved transcript 
SSAE_19114	331	1	NA	NA	NA	NA	none	unknown	no	No	no	unique	none	none	no	unknown unique  
SSAE_19115	350	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19116	461	3	Apis cerana serine threonine- kinase PLK1-like (LOC107999607) transcript variant mRNA	serine threonine- kinase PLK1-like	gi|322792444|gb|EFZ16428.1|hypothetical protein SINV_15399, partial [Solenopsis invicta]	PLK4_DANRE Serine threonine- kinase PLK4 OS=Danio rerio GN=plk4 PE=2 SV=2	none	blasted	Pkinase          	Secreted	no	conserved	F:kinase activity	none	no	Secreted conserved Pkinase  
SSAE_19117	378	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19118	304	1	Solenopsis invicta uncharacterized LOC105205443 (LOC105205443) mRNA	PREDICTED: uncharacterized protein LOC105202604	gi|751231815|ref|XP_011169490.1|PREDICTED: uncharacterized protein LOC105202604 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:aspartic-type endopeptidase activity; P:proteolysis; P:DNA integration	Acting on peptide bonds (peptidases)	no	 Acting on peptide bonds (peptidases) 
SSAE_19119	158	1	Solenopsis saevissima clone Sol s 2 allergen (Sol s 2) complete cds	venom allergen 4	gi|751237592|ref|XP_011172697.1|PREDICTED: venom allergen 4 [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_19120	961	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19121	332	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19122	557	1	Homo sapiens chromosome clone RP11- complete sequence	hypothetical protein POVWA2_093740	gi|1037153112|emb|SBT59242.1|hypothetical protein POVWA2_093740 [Plasmodium ovale wallikeri]	NA	none	blasted	no	Secreted	no	unique	membrane	none	no	Secreted unique  
SSAE_19123	390	0	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19124	294	4	Uncultured eukaryote 18S rRNA clone SIGI1373_N9G1B_18S_E	18s rrna	gi|820865918|ref|XP_012349427.1|PREDICTED: uncharacterized protein LOC105736981 [Apis florea]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19125	287	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19126	362	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19127	356	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19128	293	2	Mus musculus BAC clone RP23-81P21 from chromosome complete sequence	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_19129	437	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19130	258	1	NA	hypothetical protein SINV_09664, partial	gi|322802621|gb|EFZ22898.1|hypothetical protein SINV_09664, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19131	254	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19132	574	0	Linepithema humile cytosolic carboxypeptidase 2 (LOC105679481) transcript variant mRNA	cytosolic carboxypeptidase 2-like	gi|751233692|ref|XP_011170536.1|PREDICTED: uncharacterized protein LOC105203436 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	F:zinc ion binding; F:metallocarboxypeptidase activity; P:proteolysis	Acting on peptide bonds (peptidases)	no	Allergenic conserved Acting on peptide bonds (peptidases) 
SSAE_19134	334	7	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19135	245	5	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19136	499	5	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19137	197	0	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
